,Time_col,Value,Total_Good_Reviews,Total_Bad_Reviews,AVG_Review_Score,AVG_Freight_Value,AVG_Delivery_Score,total_customer_orders
67,2017-02-27,6836.77,35,8,4.046511627906977,18.625849056603773,0.8536585365853658,43
68,2017-02-28,12582.52,45,10,3.8,20.223283582089554,0.8490566037735849,55
69,2017-03-01,18923.17,87,14,4.0,18.57769911504425,0.9139784946236559,99
70,2017-03-02,13146.36,60,12,4.041666666666667,19.81657894736842,0.9696969696969697,72
71,2017-03-03,14154.71,66,9,4.1466666666666665,19.43375,0.9166666666666666,74
72,2017-03-04,15533.69,69,11,4.0,22.46546511627907,0.9130434782608695,80
73,2017-03-05,8789.14,65,10,4.213333333333333,18.240121951219514,0.8507462686567164,74
74,2017-03-06,13515.12,83,22,3.8666666666666667,18.286578947368422,0.9148936170212766,105
75,2017-03-07,13855.37,74,9,4.108433734939759,18.84816326530612,0.9230769230769231,82
76,2017-03-08,16769.66,67,12,4.050632911392405,22.45431818181818,0.8904109589041096,79
77,2017-03-09,13828.33,75,18,4.010752688172043,18.412894736842105,0.9090909090909091,93
78,2017-03-10,14518.92,78,11,4.280898876404494,21.81868686868687,0.9761904761904762,88
79,2017-03-11,12503.97,60,11,4.0,20.405625,0.9411764705882353,71
80,2017-03-12,7853.18,54,11,4.046153846153846,17.479154929577465,1.0,64
81,2017-03-13,19306.06,93,20,3.9292035398230087,19.898389830508478,0.8269230769230769,111
82,2017-03-14,16542.98,85,14,4.03030303030303,20.169473684210526,0.9157894736842105,99
83,2017-03-15,17364.91,98,11,4.073394495412844,18.31900826446281,0.9207920792079208,108
84,2017-03-16,16653.72,87,16,4.058252427184466,18.739921259842518,0.84,103
85,2017-03-17,13611.28,57,8,4.061538461538461,20.770632911392408,0.9375,65
86,2017-03-18,17943.07,64,9,4.123287671232877,19.541168831168832,0.9436619718309859,73
87,2017-03-19,7728.08,49,7,4.125,18.28372881355932,0.9642857142857143,56
88,2017-03-20,20014.93,102,17,4.025210084033613,19.77015748031496,0.8584070796460177,119
89,2017-03-21,14937.51,84,15,3.95959595959596,17.977047619047617,0.9565217391304348,97
90,2017-03-22,16390.14,92,14,4.273584905660377,18.042377049180327,0.9038461538461539,105
91,2017-03-23,22913.37,102,12,4.12280701754386,18.062537313432838,0.9428571428571428,114
92,2017-03-24,13386.91,64,15,3.962025316455696,17.55976470588235,0.8933333333333333,79
93,2017-03-25,11251.74,63,15,3.769230769230769,19.308588235294117,0.8611111111111112,76
94,2017-03-26,7642.02,55,9,4.0,19.14608695652174,0.8095238095238095,64
95,2017-03-27,20549.29,99,12,4.081081081081081,19.796833333333332,0.9252336448598131,111
96,2017-03-28,14838.58,87,16,4.12621359223301,19.427327586206896,0.8958333333333334,103
97,2017-03-29,10209.11,65,9,4.121621621621622,18.218470588235295,0.9166666666666666,74
98,2017-03-30,11435.0,61,13,4.108108108108108,16.980722891566266,0.9444444444444444,74
99,2017-03-31,13753.279999999999,58,12,4.057142857142857,21.177808219178083,0.855072463768116,70
100,2017-04-01,20574.68,62,6,4.397058823529412,19.66,0.9393939393939394,68
101,2017-04-02,10608.62,60,5,4.476923076923077,18.92205128205128,0.96875,65
102,2017-04-03,10776.9,62,11,3.9863013698630136,18.622298850574715,0.9117647058823529,72
103,2017-04-04,14152.99,84,12,4.197916666666667,16.984770642201834,0.8541666666666666,96
104,2017-04-05,20774.55,86,11,4.360824742268041,18.349117647058826,0.8494623655913979,96
105,2017-04-06,26863.58,79,18,3.9896907216494846,18.853818181818184,0.9130434782608695,96
106,2017-04-07,15043.72,73,12,4.152941176470589,18.156979166666666,0.8292682926829268,85
107,2017-04-08,10290.74,54,14,3.7794117647058822,17.86605633802817,0.84375,68
108,2017-04-09,9689.41,60,13,3.8767123287671232,18.804615384615385,0.9411764705882353,73
109,2017-04-10,13492.1,71,16,3.9655172413793105,18.524105263157896,0.8809523809523809,87
110,2017-04-11,9878.09,64,14,4.038461538461538,17.92940476190476,0.863013698630137,78
111,2017-04-12,9407.94,49,14,3.7777777777777777,18.162727272727274,0.8032786885245902,63
112,2017-04-13,11216.11,52,8,4.116666666666666,23.7890625,0.8666666666666667,60
113,2017-04-14,10515.9,46,8,3.7962962962962963,22.728333333333335,0.9574468085106383,54
114,2017-04-15,9391.56,41,11,3.923076923076923,19.229454545454548,0.7959183673469388,52
115,2017-04-16,6532.21,44,6,3.94,20.36230769230769,0.8723404255319149,49
116,2017-04-17,10765.57,49,16,3.876923076923077,19.836764705882356,0.8275862068965517,65
117,2017-04-18,23433.86,62,9,4.197183098591549,25.561190476190475,0.8591549295774648,71
118,2017-04-19,13941.25,80,18,3.826530612244898,16.408839285714286,0.6989247311827957,97
119,2017-04-20,16056.0,78,21,3.8282828282828283,20.428260869565218,0.8021978021978022,98
120,2017-04-21,10162.6,54,14,3.75,21.457922077922078,0.8787878787878788,68
121,2017-04-22,15005.06,72,13,3.9529411764705884,21.332234042553193,0.8780487804878049,84
122,2017-04-23,11839.91,76,12,4.0227272727272725,18.04802197802198,0.9047619047619048,88
123,2017-04-24,17711.57,94,21,3.9565217391304346,18.974444444444448,0.8,115
124,2017-04-25,17176.35,98,13,4.081081081081081,20.292032520325204,0.8490566037735849,111
125,2017-04-26,18696.09,109,16,4.072,19.414965034965036,0.8688524590163934,125
126,2017-04-27,12455.1,70,10,4.25,20.69485148514851,1.0,80
127,2017-04-28,18063.29,81,17,4.061224489795919,21.044444444444448,0.8736842105263158,98
128,2017-04-29,13835.28,63,11,4.0,20.632441860465114,0.9428571428571428,74
129,2017-04-30,9437.0,58,10,4.161764705882353,18.95549295774648,0.9090909090909091,68
130,2017-05-01,14869.67,102,19,4.008264462809917,16.919847328244273,0.9279279279279279,117
131,2017-05-02,20673.079999999998,106,22,4.0625,19.61448529411765,0.9180327868852459,128
132,2017-05-03,12192.34,88,15,4.155339805825243,18.764144144144147,0.8613861386138614,103
133,2017-05-04,15901.720000000001,99,11,4.218181818181818,18.896803278688523,0.9813084112149533,109
134,2017-05-05,16584.579999999998,93,18,3.90990990990991,19.290650406504064,0.9615384615384616,111
135,2017-05-06,19227.55,99,13,4.214285714285714,18.683622047244096,0.9611650485436893,109
136,2017-05-07,20467.98,93,20,4.008849557522124,21.304583333333333,0.9607843137254902,111
137,2017-05-08,19194.68,113,11,4.330645161290323,20.09965034965035,0.9333333333333333,124
138,2017-05-09,24245.05,112,17,4.131782945736434,19.799155844155845,0.9166666666666666,128
139,2017-05-10,23418.4,105,13,4.169491525423729,18.729112903225804,0.908256880733945,116
140,2017-05-11,21204.04,109,17,4.111111111111111,21.867391304347827,0.8870967741935484,126
141,2017-05-12,15314.46,96,21,3.888888888888889,20.06382113821138,0.8857142857142857,115
142,2017-05-13,10675.67,59,15,3.7837837837837838,19.1079012345679,1.0,73
143,2017-05-14,17551.83,97,15,4.098214285714286,17.993953488372092,0.9074074074074074,112
144,2017-05-15,21907.01,129,30,3.943396226415094,20.227719298245614,0.959731543624161,157
145,2017-05-16,24535.57,134,23,4.095541401273885,18.545465116279072,0.959731543624161,153
146,2017-05-17,21396.33,127,15,4.225352112676056,19.442038216560512,0.9424460431654677,141
147,2017-05-18,20861.79,108,17,4.0,18.652714285714286,0.9516129032258065,125
148,2017-05-19,21525.09,130,19,4.120805369127517,18.571488095238095,0.9571428571428572,144
149,2017-05-20,12364.17,64,8,4.236111111111111,21.52575,0.9714285714285714,72
150,2017-05-21,20368.53,133,17,4.1866666666666665,17.941036585365854,0.9586206896551724,148
151,2017-05-22,28906.6,130,20,4.18,20.9125748502994,0.9586206896551724,148
152,2017-05-23,20622.47,107,18,4.096,19.306027397260273,0.9166666666666666,125
153,2017-05-24,26991.95,135,10,4.310344827586207,20.404654088050314,0.9,142
154,2017-05-25,18420.66,96,12,4.231481481481482,20.024166666666666,0.9607843137254902,108
155,2017-05-26,12680.52,68,12,4.05,19.829462365591397,0.948051948051948,80
156,2017-05-27,16333.54,75,9,4.226190476190476,20.62236559139785,0.948051948051948,83
157,2017-05-28,11120.71,93,5,4.408163265306122,17.40207547169811,0.9795918367346939,98
158,2017-05-29,22225.09,137,24,4.043478260869565,17.49808988764045,0.9602649006622517,160
159,2017-05-30,17074.36,92,13,4.171428571428572,19.79313559322034,0.9387755102040817,105
160,2017-05-31,24063.38,113,16,4.209302325581396,19.950704225352112,0.9491525423728814,129
161,2017-06-01,21781.38,101,24,3.944,18.066764705882353,0.967479674796748,124
162,2017-06-02,21769.38,114,14,4.1875,18.31585185185185,0.967479674796748,127
163,2017-06-03,12265.44,75,14,4.033707865168539,17.97118811881188,0.9090909090909091,89
164,2017-06-04,16029.49,94,8,4.382352941176471,19.20047169811321,0.9595959595959596,102
165,2017-06-05,27400.54,125,25,4.04,17.384110429447855,0.971830985915493,147
166,2017-06-06,17525.09,119,17,4.176470588235294,17.42846153846154,0.96875,134
167,2017-06-07,16072.62,111,19,4.038461538461538,19.894015151515152,0.9016393442622951,129
168,2017-06-08,22106.28,123,17,4.164285714285715,23.82364238410596,0.9552238805970149,137
169,2017-06-09,18738.53,94,15,4.110091743119266,19.98803149606299,1.0,108
170,2017-06-10,9892.1,65,12,3.909090909090909,19.118433734939757,1.0,77
171,2017-06-11,19348.54,104,14,4.203389830508475,18.300555555555555,0.9099099099099099,115
172,2017-06-12,17389.2,110,16,4.198412698412699,16.695704697986578,0.8512396694214877,126
173,2017-06-13,16894.89,112,15,4.21259842519685,18.17985815602837,0.9669421487603306,126
174,2017-06-14,23559.52,116,18,4.08955223880597,19.945034013605444,0.890625,131
175,2017-06-15,15105.26,94,18,4.026785714285714,18.159499999999998,0.941747572815534,108
176,2017-06-16,14777.69,85,13,4.13265306122449,17.804380952380953,0.9148936170212766,97
177,2017-06-17,13070.16,62,13,3.9466666666666668,17.63547619047619,0.9166666666666666,75
178,2017-06-18,19733.69,84,8,4.217391304347826,18.787425742574257,0.9770114942528736,90
179,2017-06-19,25933.44,136,22,4.075949367088608,17.70173184357542,0.9210526315789473,156
180,2017-06-20,14659.82,78,16,3.882978723404255,28.985140186915885,0.9555555555555556,94
181,2017-06-21,7275.1,33,2,4.428571428571429,28.629736842105263,0.8823529411764706,35
182,2017-06-22,10609.039999999999,72,17,4.01123595505618,18.186020408163266,0.8795180722891566,88
183,2017-06-23,15698.5,100,7,4.420560747663552,20.645470085470084,1.0,107
184,2017-06-24,10013.7,66,10,4.092105263157895,20.840123456790124,0.8378378378378378,76
185,2017-06-25,20734.34,94,12,4.169811320754717,26.39452991452991,0.9797979797979798,105
186,2017-06-26,15200.32,65,9,4.148648648648648,21.51277108433735,0.9104477611940298,72
187,2017-06-27,19680.13,124,17,4.156028368794326,18.917320261437908,0.9714285714285714,141
188,2017-06-28,17080.88,104,16,4.133333333333334,18.718984375,0.9316239316239316,120
189,2017-06-29,14694.57,99,15,4.131578947368421,17.25827868852459,0.9272727272727272,114
190,2017-06-30,16236.74,86,9,4.347368421052631,20.758350515463917,0.9354838709677419,95
191,2017-07-01,14139.0,67,14,4.0,21.14095744680851,0.974025974025974,80
192,2017-07-02,14002.37,90,19,4.18348623853211,18.502457627118645,0.9607843137254902,108
193,2017-07-03,19328.18,105,13,4.186440677966102,20.20656488549618,0.9819819819819819,118
194,2017-07-04,18107.6,106,20,4.007936507936508,18.33134328358209,0.9,125
195,2017-07-05,24664.58,121,25,4.068493150684931,20.67067901234568,0.927536231884058,145
196,2017-07-06,26556.07,141,15,4.147435897435898,21.5591975308642,0.9571428571428572,154
197,2017-07-07,16676.75,113,8,4.31404958677686,18.985,1.0,121
198,2017-07-08,12001.35,81,3,4.440476190476191,18.573736263736265,1.0,84
199,2017-07-09,10701.14,77,17,4.0,19.166326530612245,0.9318181818181818,94
200,2017-07-10,20661.8,133,13,4.342465753424658,19.682115384615383,0.8857142857142857,143
201,2017-07-11,24964.63,148,17,4.248484848484848,19.873804347826088,0.9620253164556962,165
202,2017-07-12,22740.8,127,26,4.026143790849673,19.6605421686747,0.9310344827586207,153
203,2017-07-13,17986.75,120,19,4.0215827338129495,22.295161290322582,0.9236641221374046,137
204,2017-07-14,21833.26,134,16,4.14,18.381607142857142,0.9864864864864865,149
205,2017-07-15,13128.05,88,10,4.214285714285714,19.620535714285715,0.9587628865979382,98
206,2017-07-16,16150.23,95,19,4.017543859649122,17.457027027027028,0.8878504672897196,114
207,2017-07-17,25799.54,146,25,4.087719298245614,19.63180412371134,0.9259259259259259,168
208,2017-07-18,32450.89,165,31,4.081632653061225,17.946045454545455,0.925531914893617,192
209,2017-07-19,20411.75,133,20,4.1568627450980395,18.509298245614037,0.9594594594594594,153
210,2017-07-20,22517.84,128,16,4.1875,19.26720238095238,0.9424460431654677,142
211,2017-07-21,15870.789999999999,102,17,4.142857142857143,17.83824427480916,0.9285714285714286,115
212,2017-07-22,13318.54,82,9,4.0989010989010985,18.432970297029705,0.9540229885057471,88
213,2017-07-23,14066.83,94,12,4.245283018867925,17.64588785046729,0.9801980198019802,105
214,2017-07-24,22950.01,146,20,4.186746987951807,17.764,0.8980891719745223,162
215,2017-07-25,20884.7,129,24,4.052287581699346,18.017134502923977,0.9448275862068966,153
216,2017-07-26,14053.84,119,10,4.395348837209302,18.04280821917808,0.9487179487179487,124
217,2017-07-27,18945.82,111,14,4.216,21.993840579710145,0.9504132231404959,124
218,2017-07-28,23276.3,119,13,4.378787878787879,21.131633986928104,0.9538461538461539,132
219,2017-07-29,18371.91,92,23,4.0,18.520307692307693,0.926605504587156,115
220,2017-07-30,15341.69,105,13,4.186440677966102,18.437,0.9824561403508771,117
221,2017-07-31,20479.91,134,16,4.16,19.071024096385543,0.9440559440559441,148
222,2017-08-01,25417.36,143,23,4.180722891566265,19.828594594594595,0.9130434782608695,165
223,2017-08-02,21690.260000000002,127,30,3.968152866242038,17.298081395348838,0.9463087248322147,157
224,2017-08-03,22380.55,139,10,4.369127516778524,18.635722891566267,0.9583333333333334,148
225,2017-08-04,21712.53,129,14,4.265734265734266,20.29807453416149,0.9424460431654677,142
226,2017-08-05,14465.84,105,11,4.336206896551724,19.991507936507936,0.9646017699115044,115
227,2017-08-06,17023.39,93,18,4.081081081081081,22.8194262295082,0.9238095238095239,109
228,2017-08-07,26629.34,143,16,4.352201257861635,18.524725274725274,0.9490445859872612,157
229,2017-08-08,21541.13,134,12,4.335616438356165,18.024654088050315,0.9178082191780822,146
230,2017-08-09,24214.39,125,19,4.25,20.257763975155278,0.9714285714285714,144
231,2017-08-10,23594.02,144,18,4.277777777777778,18.78022346368715,0.922077922077922,157
232,2017-08-11,23627.11,126,16,4.176056338028169,20.003414634146342,0.9548872180451128,141
233,2017-08-12,16221.09,88,11,4.151515151515151,20.49287037037037,0.9340659340659341,98
234,2017-08-13,15928.58,84,12,4.197916666666667,19.79137614678899,0.9555555555555556,96
235,2017-08-14,22232.12,146,15,4.254658385093168,19.499034090909092,0.9738562091503268,159
236,2017-08-15,27992.04,175,22,4.253807106598985,20.06385714285714,0.946236559139785,194
237,2017-08-16,28398.61,152,24,4.2102272727272725,19.553236714975846,0.927710843373494,174
238,2017-08-17,21885.09,139,21,4.2,20.000236686390533,0.9215686274509803,158
239,2017-08-18,20143.72,130,20,4.206666666666667,18.086625,0.9432624113475178,147
240,2017-08-19,15172.92,95,13,4.111111111111111,17.568515625,0.9622641509433962,108
241,2017-08-20,15073.71,93,12,4.2,17.638898305084744,0.9805825242718447,104
242,2017-08-21,26019.72,161,19,4.266666666666667,17.92627358490566,0.9418604651162791,177
243,2017-08-22,19955.45,124,15,4.237410071942446,19.393478260869564,0.9555555555555556,138
244,2017-08-23,18789.7,96,16,4.196428571428571,17.21632911392405,0.9459459459459459,112
245,2017-08-24,16398.73,117,12,4.217054263565892,18.33146853146853,0.9512195121951219,128
246,2017-08-25,17403.72,106,19,4.064,16.595555555555556,0.8803418803418803,123
247,2017-08-26,12054.65,82,11,4.21505376344086,19.322828282828283,0.9775280898876404,93
248,2017-08-27,16327.14,103,18,4.107438016528926,20.472587412587412,0.9652173913043478,119
249,2017-08-28,25696.59,142,15,4.350318471337579,20.07017441860465,0.9333333333333333,155
250,2017-08-29,37025.7,126,12,4.188405797101449,21.091677419354838,0.8962962962962963,137
251,2017-08-30,35466.27,165,19,4.309782608695652,20.33580808080808,0.9653179190751445,181
252,2017-08-31,23914.85,130,19,4.228187919463087,17.578372093023255,0.9020979020979021,149
253,2017-09-01,32485.27,135,25,4.03125,21.735792349726776,0.9084967320261438,158
254,2017-09-02,20479.18,100,4,4.538461538461538,19.919661016949153,0.9803921568627451,104
255,2017-09-03,30950.78,118,8,4.388888888888889,22.220985915492957,0.983739837398374,125
256,2017-09-04,28719.24,131,21,4.2105263157894735,21.411428571428573,0.9183673469387755,150
257,2017-09-05,24954.68,134,23,4.057324840764331,19.59900552486188,0.9735099337748344,157
258,2017-09-06,28821.83,120,20,4.05,20.364458598726113,0.8695652173913043,140
259,2017-09-07,21328.86,92,8,4.3,21.185192307692304,0.9381443298969072,99
260,2017-09-08,14789.08,104,14,4.288135593220339,19.849172932330827,0.9099099099099099,116
261,2017-09-09,17681.22,93,15,4.064814814814815,21.79176470588235,0.941747572815534,106
262,2017-09-10,20978.6,120,16,4.1911764705882355,19.807434210526317,0.8636363636363636,136
263,2017-09-11,27103.89,164,18,4.291208791208791,18.69880829015544,0.9318181818181818,180
264,2017-09-12,32784.96,174,33,4.048309178743962,20.905450819672133,0.84,206
265,2017-09-13,32054.37,180,27,4.115942028985507,18.79127192982456,0.8522167487684729,207
266,2017-09-14,26502.51,142,24,4.024096385542169,19.9229797979798,0.852760736196319,166
267,2017-09-15,21556.66,130,21,4.119205298013245,19.293393939393937,0.8888888888888888,150
268,2017-09-16,24040.31,111,18,4.054263565891473,21.116350364963505,0.84,129
269,2017-09-17,22848.42,109,18,4.125984251968504,20.931029411764705,0.872,126
270,2017-09-18,32535.23,149,34,4.103825136612022,18.56623853211009,0.7988826815642458,183
271,2017-09-19,23478.66,133,22,4.103225806451613,18.814022346368716,0.8657718120805369,154
272,2017-09-20,26170.079999999998,143,20,4.251533742331288,21.013903743315506,0.9113924050632911,163
273,2017-09-21,22458.19,126,24,4.1466666666666665,19.56056818181818,0.9583333333333334,150
274,2017-09-22,19200.25,127,16,4.216783216783217,18.168692810457514,0.9699248120300752,138
275,2017-09-23,12574.83,78,11,4.101123595505618,19.396868686868686,1.0,88
276,2017-09-24,15880.06,102,17,4.235294117647059,19.90274193548387,0.9642857142857143,118
277,2017-09-25,21203.05,124,14,4.195652173913044,19.20448051948052,0.9844961240310077,136
278,2017-09-26,25296.36,166,15,4.3812154696132595,18.16204081632653,0.9195402298850575,180
279,2017-09-27,24879.94,132,15,4.27891156462585,19.74890804597701,0.9583333333333334,147
280,2017-09-28,26629.3,129,14,4.20979020979021,18.69442424242424,0.9571428571428572,143
281,2017-09-29,34497.47,103,19,4.090163934426229,20.929185185185187,0.908256880733945,121
282,2017-09-30,14879.17,92,17,4.155963302752293,18.280666666666665,1.0,109
283,2017-10-01,21909.43,114,16,4.123076923076923,21.29765517241379,0.9516129032258065,128
284,2017-10-02,25565.11,125,18,4.104895104895105,20.564156626506026,0.9714285714285714,143
285,2017-10-03,30389.12,173,27,4.115,19.58967889908257,0.9481865284974094,198
286,2017-10-04,24787.58,147,11,4.2974683544303796,20.99345029239766,0.9871794871794872,157
287,2017-10-05,29129.829999999998,112,28,3.892857142857143,21.124619883040936,0.927536231884058,140
288,2017-10-06,21890.58,106,24,3.976923076923077,18.920844155844154,0.8870967741935484,130
289,2017-10-07,17975.41,89,16,4.0285714285714285,20.277692307692305,0.88,105
290,2017-10-08,19756.3,119,11,4.269230769230769,21.05897810218978,1.0,126
291,2017-10-09,35265.57,163,31,4.072164948453608,20.85982062780269,0.9037433155080213,193
292,2017-10-10,32559.07,159,26,4.075675675675676,18.516165048543687,0.8628571428571429,185
293,2017-10-11,26214.78,137,24,4.130434782608695,18.24174157303371,0.9072847682119205,158
294,2017-10-12,22520.93,121,22,4.020979020979021,21.816772151898736,0.9411764705882353,143
295,2017-10-13,26589.92,136,19,4.103225806451613,21.35890909090909,0.8933333333333333,154
296,2017-10-14,16185.460000000001,107,10,4.222222222222222,20.755,0.9298245614035088,116
297,2017-10-15,21353.84,104,17,4.090909090909091,18.59343065693431,0.9316239316239316,121
298,2017-10-16,35315.42,164,32,4.127551020408164,20.033053097345135,0.9042553191489362,195
299,2017-10-17,35288.18,180,24,4.166666666666667,19.615830115830114,0.8564102564102564,202
300,2017-10-18,31793.670000000002,156,23,4.212290502793296,19.031704035874437,0.9318181818181818,179
301,2017-10-19,26988.8,148,29,3.937853107344633,18.902051282051282,0.9302325581395349,176
302,2017-10-20,21979.2,106,20,4.0476190476190474,22.418931297709925,0.9322033898305084,124
303,2017-10-21,18022.3,97,18,3.9391304347826086,20.7225,0.9423076923076923,113
304,2017-10-22,23273.05,133,27,4.1125,18.942637362637363,0.8947368421052632,158
305,2017-10-23,25993.41,139,24,4.012269938650307,18.822328042328042,0.9473684210526315,161
306,2017-10-24,25739.27,151,13,4.2926829268292686,19.0020207253886,0.8888888888888888,164
307,2017-10-25,21470.53,143,15,4.272151898734177,18.85690058479532,0.9473684210526315,156
308,2017-10-26,26415.55,125,19,4.083333333333333,20.919664804469274,0.8857142857142857,144
309,2017-10-27,23488.17,116,17,4.067669172932331,17.787628205128204,0.8923076923076924,133
310,2017-10-28,20572.64,79,10,4.168539325842697,25.14298969072165,0.9529411764705882,88
311,2017-10-29,20444.68,114,19,4.157894736842105,18.8490625,0.9224806201550387,132
312,2017-10-30,23741.86,127,24,4.066225165562914,18.400295857988166,0.8115942028985508,149
313,2017-10-31,27058.22,137,23,4.03125,15.636752577319589,0.8974358974358975,160
314,2017-11-01,22702.16,97,14,4.261261261261262,21.128976377952757,0.9259259259259259,111
315,2017-11-02,25017.16,102,22,3.9516129032258065,19.442827586206896,0.9316239316239316,124
316,2017-11-03,27058.52,123,20,4.062937062937063,18.88816568047337,0.9565217391304348,143
317,2017-11-04,22294.81,94,19,4.061946902654867,23.153629629629627,0.9245283018867925,111
318,2017-11-05,21752.57,126,22,4.074324324324325,22.064876543209877,0.9562043795620438,144
319,2017-11-06,33945.14,164,29,4.0310880829015545,21.767081339712917,0.8791208791208791,193
